16,東静岡,2,1,0,0,1,5,47,17,静岡
16,東静岡,2,1,0,0,1,6,28,34,浜松
16,東静岡,2,1,0,0,1,6,51,34,浜松
16,東静岡,2,1,0,0,1,7,02,34,浜松
16,東静岡,2,1,0,0,1,7,20,34,浜松
16,東静岡,2,1,0,0,1,7,30,25,島田
16,東静岡,2,1,0,0,1,7,43,34,浜松
16,東静岡,2,1,0,0,1,7,48,25,島田
16,東静岡,2,1,0,0,1,7,53,17,静岡
16,東静岡,2,1,0,0,1,7,59,34,浜松
16,東静岡,2,1,0,0,1,8,12,34,浜松
16,東静岡,2,1,0,0,1,8,21,34,浜松
16,東静岡,2,1,0,0,1,8,25,17,静岡
16,東静岡,2,1,0,0,1,8,35,34,浜松
16,東静岡,2,1,0,0,1,8,49,25,島田
16,東静岡,2,1,0,0,1,8,58,17,静岡
16,東静岡,2,1,0,0,1,9,08,17,静岡
16,東静岡,2,1,0,0,1,9,17,34,浜松
16,東静岡,2,1,0,0,1,9,25,25,島田
16,東静岡,2,1,0,0,1,9,34,37,豊橋
16,東静岡,2,1,0,0,1,9,46,25,島田
16,東静岡,2,1,0,0,1,9,55,25,島田
16,東静岡,2,1,0,0,1,10,04,34,浜松
16,東静岡,2,1,0,0,1,10,15,25,島田
16,東静岡,2,1,0,0,1,10,24,34,浜松
16,東静岡,2,1,0,0,1,10,38,25,島田
16,東静岡,2,1,0,0,1,10,47,34,浜松
16,東静岡,2,1,0,0,1,10,55,25,島田
16,東静岡,2,1,0,0,1,11,11,34,浜松
16,東静岡,2,1,0,0,1,11,18,25,島田
16,東静岡,2,1,0,0,1,11,26,34,浜松
16,東静岡,2,1,0,0,1,11,35,25,島田
16,東静岡,2,1,0,0,1,11,43,34,浜松
16,東静岡,2,1,0,0,1,11,55,25,島田
16,東静岡,2,1,0,0,1,12,05,34,浜松
16,東静岡,2,1,0,0,1,12,16,25,島田
16,東静岡,2,1,0,0,1,12,27,34,浜松
16,東静岡,2,1,0,0,1,12,37,25,島田
16,東静岡,2,1,0,0,1,12,47,34,浜松
16,東静岡,2,1,0,0,1,12,55,25,島田
16,東静岡,2,1,0,0,1,13,09,34,浜松
16,東静岡,2,1,0,0,1,13,17,25,島田
16,東静岡,2,1,0,0,1,13,26,34,浜松
16,東静岡,2,1,0,0,1,13,36,25,島田
16,東静岡,2,1,0,0,1,13,45,34,浜松
16,東静岡,2,1,0,0,1,13,58,25,島田
16,東静岡,2,1,0,0,1,14,06,34,浜松
16,東静岡,2,1,0,0,1,14,16,25,島田
16,東静岡,2,1,0,0,1,14,24,37,豊橋
16,東静岡,2,1,0,0,1,14,36,25,島田
16,東静岡,2,1,0,0,1,14,45,34,浜松
16,東静岡,2,1,0,0,1,14,58,25,島田
16,東静岡,2,1,0,0,1,15,06,34,浜松
16,東静岡,2,1,0,0,1,15,16,34,浜松
16,東静岡,2,1,0,0,1,15,26,17,静岡
16,東静岡,2,1,0,0,1,15,42,25,島田
16,東静岡,2,1,0,0,1,15,52,34,浜松
16,東静岡,2,1,0,0,1,16,05,25,島田
16,東静岡,2,1,0,0,1,16,17,34,浜松
16,東静岡,2,1,0,0,1,16,23,17,静岡
16,東静岡,2,1,0,0,1,16,36,34,浜松
16,東静岡,2,1,0,0,1,16,48,34,浜松
16,東静岡,2,1,0,0,1,17,01,34,浜松
16,東静岡,2,1,0,0,1,17,09,25,島田
16,東静岡,2,1,0,0,1,17,20,34,浜松
16,東静岡,2,1,0,0,1,17,28,34,浜松
16,東静岡,2,1,0,0,1,17,42,34,浜松
16,東静岡,2,1,0,0,1,17,55,25,島田
16,東静岡,2,1,0,0,1,18,13,37,豊橋
16,東静岡,2,1,0,0,1,18,25,34,浜松
16,東静岡,2,1,0,0,1,18,36,25,島田
16,東静岡,2,1,0,0,1,18,48,25,島田
16,東静岡,2,1,0,0,1,19,02,34,浜松
16,東静岡,2,1,0,0,1,19,20,17,静岡
16,東静岡,2,1,0,0,1,19,32,34,浜松
16,東静岡,2,1,0,0,1,19,43,17,静岡
